Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Co-Applicant,Transaction_Frequency,Default_Risk,Loan_Approval_Status
24701,Male,29,Divorced,1,Graduate,Unemployed,Professional,Urban,26469,889,511,1,45804,21802,1,9939,103,Education,14.46,Yes,18,0.81,0
24702,Male,53,Married,1,Graduate,Self-Employed,Professional,Urban,32934,4106,555,2,17513,21108,0,12983,187,Education,9.8,Yes,29,0.2,0
24704,Male,19,Divorced,1,Postgraduate,Unemployed,Freelancer,Urban,27927,607,340,1,7969,24352,1,10267,56,Personal,12.54,No,11,0.14,1
24707,Male,55,Single,2,Graduate,Self-Employed,Business,Suburban,58945,1421,594,0,14377,11140,0,6658,189,Personal,3.54,No,20,0.3,0
24712,Male,35,Single,0,High School,Self-Employed,Professional,Urban,117181,1683,832,0,2917,24095,0,29268,229,Personal,12.24,Yes,6,0.3,1
24713,Male,49,Married,3,Graduate,Unemployed,Freelancer,Suburban,121474,3018,756,1,30532,6571,1,26758,101,Education,13.48,No,11,0.96,0
24715,Female,45,Married,3,Graduate,Employed,Business,Rural,63619,1777,797,2,7779,15386,1,20000,54,Education,9.7,No,24,0.62,1
24721,Female,29,Single,3,Graduate,Self-Employed,Professional,Urban,100823,3134,804,0,2718,5828,0,26272,19,Personal,5.99,Yes,20,0.4,1
24723,Female,45,Married,2,Graduate,Self-Employed,Salaried,Suburban,77424,3403,814,1,20165,4571,0,21581,175,Personal,9.5,Yes,16,0.48,1
24725,Female,18,Single,1,High School,Self-Employed,Business,Urban,37361,4584,485,2,47440,11810,0,10152,70,Personal,10.8,Yes,6,0.86,0
24727,Male,26,Divorced,3,High School,Unemployed,Business,Urban,107740,828,777,2,23520,11592,1,29349,134,Education,11.53,Yes,10,0.55,1
24728,Male,19,Married,0,High School,Unemployed,Professional,Suburban,25783,1819,415,0,19683,6411,0,5520,81,Education,11.64,Yes,19,0.09,0
24729,Male,60,Married,3,Graduate,Self-Employed,Professional,Urban,42139,4197,567,2,36051,18442,0,12308,41,Education,5.62,Yes,15,0.08,0
24730,Female,41,Married,1,Postgraduate,Self-Employed,Business,Urban,90423,2397,795,0,47035,2660,1,21502,173,Education,13.21,Yes,14,0.27,1
24732,Female,40,Single,0,Graduate,Employed,Professional,Rural,142116,1632,849,1,43072,24290,0,25793,220,Education,10.16,Yes,15,0.19,1
24733,Male,37,Single,3,High School,Employed,Freelancer,Urban,52378,2714,815,1,868,11787,0,20000,121,Personal,9.04,Yes,20,0.93,1
24734,Male,31,Married,2,Postgraduate,Employed,Freelancer,Suburban,148215,4288,749,1,34488,14232,0,31317,131,Personal,6.57,No,22,0.41,1
24736,Female,41,Single,3,Postgraduate,Self-Employed,Freelancer,Urban,143534,4080,842,2,11188,791,0,24814,214,Personal,5.85,No,13,0.37,0
24739,Female,32,Single,1,Graduate,Employed,Freelancer,Suburban,27496,3248,476,0,19101,3864,0,9591,182,Personal,5.49,Yes,17,0.75,0
24748,Female,43,Single,2,High School,Employed,Business,Urban,47920,2437,371,1,39756,330,0,8043,114,Personal,5.21,No,16,0.07,0
24749,Female,30,Divorced,1,High School,Employed,Business,Rural,119094,1769,843,0,27402,8178,0,26788,187,Education,11.76,No,21,0.61,1
24750,Male,63,Single,1,Graduate,Employed,Salaried,Urban,66370,4990,590,0,30662,18306,1,13978,134,Personal,3.82,No,9,0.73,0
24754,Male,33,Married,0,Graduate,Employed,Professional,Suburban,108761,3902,778,0,16865,10256,0,24384,41,Education,11.75,No,17,0.28,1
24758,Female,30,Single,2,Graduate,Employed,Business,Urban,141897,1166,709,2,23384,854,0,36847,176,Education,12.86,No,11,0.81,1
24759,Male,47,Single,1,Postgraduate,Unemployed,Salaried,Urban,75372,4033,770,0,31274,3735,0,21075,61,Personal,8.65,Yes,8,0.85,1
24760,Male,29,Married,1,High School,Employed,Professional,Urban,21520,3228,455,1,24617,125,0,7551,66,Education,5.22,No,22,0.94,0
24763,Male,49,Single,0,High School,Employed,Business,Urban,93829,4095,831,0,5685,22739,0,22005,162,Personal,9.77,No,7,0.04,1
24764,Female,35,Single,3,Graduate,Employed,Salaried,Rural,136036,4571,732,0,41612,22892,0,31766,195,Personal,11.6,No,10,0.26,1
24769,Male,42,Married,3,Postgraduate,Self-Employed,Business,Urban,99665,3620,812,2,590,1503,0,28060,208,Personal,7.29,No,18,0.3,1
24771,Male,32,Married,2,Graduate,Self-Employed,Business,Urban,57617,1159,735,1,13943,27194,0,20000,235,Education,13.5,No,12,0.56,1
24774,Female,29,Single,2,High School,Employed,Freelancer,Urban,97764,4361,762,2,1723,18622,0,25186,126,Personal,5.46,No,19,0.24,1
24779,Male,25,Married,3,Graduate,Unemployed,Business,Urban,109265,2283,708,2,27150,12779,0,32435,209,Education,13.64,Yes,24,0.62,1
24783,Male,41,Married,1,High School,Unemployed,Salaried,Urban,101213,2506,747,2,42653,27197,0,30264,214,Personal,10.03,Yes,18,0.85,0
24785,Male,44,Single,3,High School,Self-Employed,Freelancer,Urban,97986,2105,813,2,40535,13916,0,23142,37,Education,12.23,No,29,0.77,1
24786,Male,43,Married,3,Postgraduate,Employed,Freelancer,Urban,72297,4804,732,2,34843,10546,0,21581,220,Personal,7.88,Yes,8,0.02,1
24787,Female,38,Married,0,High School,Employed,Business,Urban,52830,4073,723,2,41680,27008,0,20000,118,Personal,4.3,Yes,16,0.46,1
24792,Male,41,Single,0,Postgraduate,Employed,Freelancer,Urban,98719,2009,841,0,10625,22962,0,21647,97,Education,8.18,Yes,22,0.88,1
24796,Male,25,Married,0,Graduate,Employed,Business,Rural,53333,3754,732,0,23518,21615,0,20000,170,Personal,4.56,Yes,18,0.06,1
24797,Female,47,Single,2,Graduate,Unemployed,Business,Urban,61548,960,306,2,47194,13229,0,6641,139,Personal,7.15,No,29,0.29,0
24801,Female,48,Married,0,Graduate,Employed,Professional,Urban,142190,2438,828,0,14916,16396,0,22424,141,Personal,13.69,No,22,0.05,1
24803,Male,58,Single,3,Graduate,Employed,Business,Suburban,24326,1169,434,2,8499,8828,0,7648,186,Education,10.51,Yes,8,0.49,0
24813,Female,30,Single,3,Postgraduate,Self-Employed,Freelancer,Urban,51150,4774,809,1,2900,7603,1,20000,185,Education,12.95,Yes,13,0.02,1
24817,Female,27,Single,1,Graduate,Employed,Salaried,Urban,140933,2991,765,0,48447,8456,0,20662,180,Education,14.24,No,25,0.65,1
24819,Female,25,Married,2,High School,Self-Employed,Business,Suburban,107063,1168,759,1,5810,15761,0,20415,223,Education,3.93,No,7,0.76,0
24821,Male,40,Married,3,Graduate,Employed,Freelancer,Suburban,75533,4221,717,1,1811,22865,0,22098,91,Personal,5.9,No,26,0.55,1
24825,Male,30,Married,2,Graduate,Unemployed,Salaried,Suburban,134382,1809,782,2,18498,15172,0,35291,46,Personal,4.78,No,20,0.55,1
24827,Female,42,Single,3,Graduate,Employed,Professional,Urban,142064,2397,814,1,41151,15967,0,25696,150,Personal,5.21,No,13,0.78,1
24828,Female,33,Single,3,Postgraduate,Self-Employed,Business,Urban,88010,732,743,2,31689,25744,0,23929,33,Education,8.89,No,17,0.24,1
24834,Female,28,Single,2,Postgraduate,Employed,Professional,Suburban,44711,3914,520,1,1141,20861,0,9678,173,Personal,5.22,No,17,0.33,0
24835,Female,35,Married,3,High School,Self-Employed,Salaried,Urban,52062,2337,518,2,19281,27258,0,16950,83,Personal,13.53,No,9,0.05,0
24841,Female,28,Married,0,High School,Self-Employed,Freelancer,Urban,95513,4599,707,1,38336,21860,1,28314,164,Personal,6.79,Yes,10,0.48,1
24842,Male,42,Single,3,Graduate,Unemployed,Salaried,Urban,97094,1394,708,1,577,9854,0,26845,24,Education,12.6,No,25,0.49,1
24843,Female,44,Married,2,High School,Self-Employed,Business,Urban,51765,1451,494,0,13134,11455,0,11686,221,Education,4.47,No,16,0.14,1
24850,Male,35,Married,3,High School,Unemployed,Business,Urban,93860,2188,769,1,6924,23194,1,27953,65,Personal,12.19,Yes,15,0.28,1
24851,Male,55,Married,2,Postgraduate,Self-Employed,Business,Urban,24174,934,371,1,32027,5338,0,6310,65,Personal,7.88,No,16,0.29,0
24852,Female,18,Single,3,High School,Self-Employed,Salaried,Suburban,45950,4642,340,0,47361,1707,1,16594,106,Education,14.15,No,23,0.63,0
24853,Female,46,Single,2,Graduate,Employed,Professional,Urban,82422,523,764,0,33552,24349,0,24225,104,Personal,4.11,Yes,8,0.83,1
24854,Female,45,Single,2,High School,Employed,Freelancer,Urban,52715,1799,752,0,35884,2066,0,20000,14,Personal,7.02,No,14,0.82,1
24856,Male,49,Single,3,Graduate,Employed,Salaried,Urban,81229,3803,711,2,23676,23833,0,20613,124,Personal,14.94,Yes,16,0.73,0
24857,Male,25,Married,2,Graduate,Employed,Freelancer,Urban,61312,1919,452,1,1107,26985,1,20101,63,Education,4.91,No,8,0.12,0
24858,Male,27,Divorced,3,Postgraduate,Unemployed,Professional,Urban,126388,4974,719,2,39222,969,0,30325,144,Personal,5.45,Yes,13,0.82,1
24860,Male,45,Married,0,High School,Self-Employed,Salaried,Suburban,105283,2821,776,0,28230,7935,0,22983,24,Personal,12.21,Yes,8,0.76,1
24863,Female,42,Married,2,Postgraduate,Employed,Business,Urban,62124,2744,825,1,23330,3444,1,20000,69,Personal,9.28,Yes,11,0.83,1
24864,Male,53,Single,2,Postgraduate,Employed,Salaried,Urban,39692,3145,394,1,24792,3008,0,7434,189,Personal,12.04,Yes,5,0.06,1
24865,Female,43,Single,2,Graduate,Self-Employed,Freelancer,Suburban,92220,1212,743,2,3724,24158,0,20794,119,Education,5.65,No,20,0.97,1
24872,Female,37,Married,2,Graduate,Unemployed,Freelancer,Urban,56511,2194,331,0,45705,16535,0,5171,113,Education,14.43,Yes,6,0.01,0
24874,Female,30,Married,1,High School,Self-Employed,Professional,Suburban,68666,2623,787,1,23816,28948,0,20049,125,Personal,7.74,Yes,21,0.39,1
24875,Female,30,Divorced,0,Graduate,Self-Employed,Salaried,Urban,126105,4735,777,1,10127,3015,0,26532,199,Personal,11.88,No,5,0.37,1
24879,Female,38,Single,1,Graduate,Employed,Salaried,Suburban,76155,3215,799,2,36832,15159,0,21575,112,Education,5.49,No,23,0.7,1
24881,Male,20,Married,1,Postgraduate,Self-Employed,Salaried,Urban,20311,3473,319,2,45225,13209,1,5315,170,Personal,12.12,Yes,23,0.16,0
24882,Female,31,Single,1,Graduate,Unemployed,Freelancer,Urban,55653,1143,760,2,8822,20101,0,20000,48,Education,13.61,No,11,0.29,1
24883,Female,26,Married,2,High School,Unemployed,Professional,Urban,59089,2361,845,2,31667,25054,0,20000,202,Education,7.05,No,23,0.16,1
24884,Male,45,Married,1,High School,Self-Employed,Freelancer,Urban,80035,994,767,1,28630,27314,0,22698,233,Education,10.81,No,11,0.65,1
24887,Male,28,Married,2,Graduate,Employed,Business,Urban,56989,1812,732,1,45168,12825,0,20000,214,Education,14.23,Yes,27,0.59,1
24888,Male,31,Married,1,High School,Employed,Freelancer,Urban,113775,4334,719,1,37679,324,0,26422,43,Education,9.07,Yes,12,0.21,1
24889,Male,18,Single,0,Graduate,Unemployed,Freelancer,Urban,68482,995,498,2,22549,26513,0,25372,173,Personal,6.96,No,9,0.99,0
24891,Female,34,Divorced,2,High School,Employed,Freelancer,Urban,52914,967,423,1,37130,13443,0,20861,158,Personal,9.65,Yes,22,0.21,0
24892,Female,31,Married,0,Postgraduate,Employed,Business,Urban,123349,3412,786,1,32640,29612,0,30229,214,Personal,6.66,No,24,0.22,1
24893,Female,44,Single,3,High School,Employed,Business,Rural,64971,2653,742,2,28262,19914,0,20000,54,Education,11.46,Yes,18,0.75,0
24894,Male,41,Divorced,2,Postgraduate,Unemployed,Salaried,Urban,68753,1672,722,1,37503,22598,1,20328,227,Education,6.62,Yes,8,0.86,1
24895,Male,36,Single,1,Graduate,Self-Employed,Salaried,Urban,139477,3093,715,1,24380,2240,0,28549,62,Personal,13.82,No,28,0.37,1
24898,Male,45,Married,3,Postgraduate,Unemployed,Freelancer,Urban,96963,1482,789,0,22734,5203,0,23972,36,Education,6.08,Yes,23,0.93,1
24901,Male,59,Married,2,High School,Unemployed,Salaried,Urban,44136,3646,513,2,26233,29265,0,16295,191,Education,7.45,No,24,0.88,1
24903,Female,28,Single,1,Graduate,Self-Employed,Salaried,Urban,79025,4082,782,0,16339,26555,0,21912,130,Education,13.61,No,7,0.01,1
24906,Male,48,Single,3,High School,Employed,Salaried,Urban,25532,2692,341,0,13002,15814,1,9103,23,Personal,6.88,Yes,10,0.82,0
24907,Female,29,Divorced,3,Graduate,Employed,Salaried,Urban,53869,3017,349,1,11230,2852,0,20517,101,Education,3.55,Yes,7,0.06,0
24908,Male,38,Divorced,2,Graduate,Self-Employed,Business,Urban,91681,4759,771,1,16518,28754,0,22438,130,Personal,5.69,No,20,0.72,0
24910,Female,40,Divorced,1,High School,Self-Employed,Professional,Urban,53362,1665,711,0,48553,25015,1,20000,169,Education,3.59,Yes,9,0.86,1
24915,Male,44,Single,0,High School,Self-Employed,Professional,Rural,52867,3883,840,1,34477,29119,1,20000,130,Education,5.67,Yes,28,0.18,1
24918,Female,33,Married,1,Graduate,Unemployed,Professional,Suburban,41529,4293,351,1,46244,5119,0,10202,65,Personal,13.79,No,24,0.51,0
24921,Male,59,Married,2,High School,Unemployed,Freelancer,Urban,21206,1125,382,0,37787,8471,0,6683,23,Personal,5.83,Yes,26,0.85,0
24924,Male,62,Divorced,3,High School,Self-Employed,Business,Rural,38662,3262,526,2,11571,22605,0,11002,53,Education,12.01,Yes,22,0.99,0
24927,Female,49,Single,1,High School,Employed,Business,Suburban,59386,3165,811,2,46771,15806,0,20000,199,Education,11.38,No,20,0.72,1
24930,Male,29,Married,0,High School,Self-Employed,Freelancer,Urban,112501,3711,801,2,19031,12634,0,27483,120,Education,9.74,No,5,0.92,1
24931,Female,44,Single,1,Graduate,Employed,Salaried,Urban,87236,1210,737,2,7139,23784,1,21355,172,Personal,7.24,No,19,0.68,1
24939,Male,29,Married,3,Postgraduate,Unemployed,Professional,Suburban,111340,1589,776,1,11753,26341,1,29884,237,Education,9.34,No,21,0.16,1
24942,Male,29,Single,3,Graduate,Self-Employed,Professional,Urban,101277,3243,814,0,20957,23022,0,23293,124,Education,7.8,No,18,0.23,1
24949,Male,39,Married,3,Graduate,Unemployed,Professional,Rural,92277,3391,721,1,33165,3055,0,25520,191,Personal,9.69,No,21,0.31,1
24952,Female,41,Married,3,Graduate,Self-Employed,Freelancer,Suburban,21428,2076,302,0,7311,15666,0,5115,169,Education,5.69,No,25,0.13,1
24954,Female,49,Single,3,Graduate,Self-Employed,Salaried,Suburban,126726,4790,827,2,30859,8660,0,25623,182,Personal,13.32,No,27,0.79,1
24957,Female,25,Married,3,Postgraduate,Self-Employed,Freelancer,Urban,119787,4757,840,2,40326,8661,0,31051,50,Education,9.29,No,8,0.49,1
24959,Male,46,Married,0,Graduate,Self-Employed,Salaried,Urban,64998,2790,721,0,48753,5700,1,20000,55,Education,13.16,No,14,0.98,1
24960,Female,31,Divorced,2,High School,Self-Employed,Business,Suburban,53859,3854,349,1,16710,28003,0,12363,191,Personal,3.81,No,17,0.32,0
24961,Male,31,Married,1,Graduate,Employed,Business,Urban,135618,3540,775,2,14820,25488,0,20185,198,Personal,7.04,Yes,21,0.84,1
24964,Male,29,Single,1,High School,Self-Employed,Freelancer,Urban,53648,1095,493,2,5846,16174,0,16547,47,Education,14.67,No,12,0.71,0
24966,Male,26,Single,2,High School,Employed,Freelancer,Rural,100132,3841,717,0,17777,24649,0,26831,155,Personal,5.29,No,17,0.56,1
24970,Female,28,Single,2,Graduate,Employed,Salaried,Suburban,98716,560,804,0,4521,26265,0,27142,34,Personal,7.11,No,7,0.87,1
24971,Female,49,Single,2,Graduate,Employed,Salaried,Urban,109005,2488,789,1,45967,15077,0,22679,161,Education,10.21,Yes,13,0.52,0
24972,Male,37,Single,1,Postgraduate,Employed,Professional,Urban,58084,4621,712,0,34026,18815,0,20000,124,Personal,5.27,Yes,15,0.41,1
24977,Male,38,Married,3,High School,Employed,Professional,Rural,128722,3537,829,2,45735,3499,0,27033,23,Personal,6.55,No,20,0.6,0
24978,Female,39,Married,1,Graduate,Employed,Business,Suburban,137484,2049,712,0,30363,7608,0,35266,68,Education,4.03,No,28,0.16,1
24983,Male,29,Single,2,High School,Employed,Professional,Suburban,77570,2195,797,1,4771,21070,0,20355,202,Personal,13.86,No,9,0.82,0
24984,Female,25,Single,0,Graduate,Unemployed,Business,Urban,81988,3362,845,2,37690,18007,0,24463,150,Personal,14.05,Yes,8,0.46,1
24985,Female,36,Married,0,High School,Employed,Freelancer,Urban,60504,778,729,1,28578,26073,0,20000,228,Personal,13.73,No,9,0.39,1
24986,Male,60,Single,2,High School,Unemployed,Business,Suburban,46432,3050,391,0,48542,2547,0,7812,189,Personal,8.74,No,25,0.25,0
24987,Female,53,Single,2,Graduate,Unemployed,Freelancer,Urban,39043,3290,472,2,23638,29938,1,15121,39,Personal,4.73,No,21,0.32,0
24992,Female,46,Single,2,Graduate,Employed,Business,Suburban,59076,3428,799,2,37776,17530,1,20000,162,Personal,5.1,Yes,17,0.25,1
24994,Female,30,Married,2,Postgraduate,Unemployed,Salaried,Urban,118961,3839,761,0,5125,2739,1,26745,128,Education,11.03,Yes,20,0.47,1
24995,Male,42,Married,0,High School,Employed,Freelancer,Urban,133347,859,758,0,44269,12884,0,36118,220,Education,14.66,Yes,5,0.86,1
24999,Female,39,Divorced,3,High School,Self-Employed,Business,Urban,125296,1043,778,2,6409,29743,0,20010,25,Personal,12.41,No,22,0.33,1
25000,Male,62,Married,0,Graduate,Employed,Freelancer,Suburban,56440,4197,515,1,32522,23196,0,22531,20,Personal,10.11,No,25,0.81,0
25002,Female,44,Single,1,Graduate,Employed,Business,Urban,72912,4748,787,0,28183,23083,0,21052,217,Education,7.72,Yes,21,0.34,1
25006,Female,45,Married,2,Postgraduate,Self-Employed,Salaried,Urban,76445,3827,777,1,33666,15499,1,20627,165,Education,7.12,Yes,10,0.69,0
25010,Female,33,Single,1,High School,Self-Employed,Freelancer,Suburban,107249,2110,833,1,23240,28044,0,23160,166,Personal,10.35,Yes,26,0.67,1
25011,Female,54,Married,0,High School,Self-Employed,Business,Urban,60366,4318,392,1,5354,2702,0,22333,122,Education,13.59,No,21,0.26,0
25012,Female,29,Married,0,Postgraduate,Employed,Salaried,Suburban,111881,3109,795,1,1968,2655,0,20234,209,Personal,4.03,Yes,22,0.39,1
25013,Male,49,Divorced,1,High School,Employed,Freelancer,Urban,101317,4988,806,0,6710,16391,0,26147,191,Personal,4.05,No,7,0.95,1
25014,Male,42,Married,1,Graduate,Self-Employed,Salaried,Urban,93213,2887,803,0,22630,23601,0,22978,167,Personal,6.96,No,21,0.22,1
25017,Female,50,Married,0,Graduate,Unemployed,Business,Suburban,54059,4605,470,2,1258,4217,0,12051,92,Education,10.18,No,7,0.4,0
25022,Female,36,Married,0,Graduate,Employed,Business,Suburban,65803,4426,792,0,31612,5410,0,20000,54,Personal,3.8,No,7,0.62,0
25026,Male,40,Married,3,Postgraduate,Employed,Business,Urban,128385,4997,797,2,40076,18602,1,27769,134,Personal,13.12,Yes,16,0.21,1
25033,Male,40,Divorced,1,Graduate,Self-Employed,Freelancer,Urban,89377,2547,819,2,20534,21998,0,20622,119,Education,4.57,No,15,0.62,1
25034,Female,25,Divorced,1,High School,Self-Employed,Professional,Suburban,27065,3123,516,0,48107,874,0,5459,98,Personal,13.01,No,8,0.11,0
25037,Male,26,Married,2,Postgraduate,Self-Employed,Professional,Urban,93334,1201,718,1,27812,19656,0,24332,78,Education,11.6,No,9,0.73,1
25039,Male,39,Married,0,Postgraduate,Employed,Professional,Urban,144966,568,784,2,10308,10926,0,31009,13,Education,8.65,Yes,14,0.95,1
25041,Male,54,Married,2,Postgraduate,Self-Employed,Professional,Urban,55813,3768,493,0,21498,8504,1,8662,94,Education,6.78,Yes,20,0.6,0
25043,Male,32,Married,3,Postgraduate,Self-Employed,Freelancer,Urban,134772,1816,743,0,43803,29193,0,23469,131,Education,6.94,No,20,0.39,1
25045,Female,41,Single,0,Graduate,Unemployed,Business,Suburban,122390,4060,813,2,45459,10755,0,35755,100,Personal,12.24,Yes,20,0.18,1
25046,Female,29,Single,2,High School,Employed,Freelancer,Urban,117033,2730,844,2,427,11941,0,32733,21,Education,5.49,No,7,0.87,1
25047,Female,32,Married,0,Graduate,Employed,Salaried,Urban,84395,4863,817,1,42512,8872,0,22774,79,Education,3.87,Yes,21,0.38,1
25049,Female,27,Married,0,Graduate,Employed,Professional,Suburban,77043,1847,716,0,49383,20955,0,22818,112,Personal,6.44,Yes,14,0.28,1
25050,Female,27,Divorced,1,Graduate,Employed,Salaried,Urban,67332,1364,806,1,18097,28846,0,20109,18,Personal,4.86,Yes,22,0.69,1
25053,Male,40,Single,3,Graduate,Self-Employed,Freelancer,Rural,84651,3244,726,2,20184,16446,0,23302,44,Education,7.49,Yes,19,1.0,1
25054,Male,39,Married,0,Postgraduate,Unemployed,Salaried,Urban,70118,3179,726,1,1568,5712,0,20890,94,Personal,13.53,No,14,0.42,1
25055,Male,25,Single,3,Graduate,Self-Employed,Business,Suburban,24622,788,312,0,23596,23750,0,7782,93,Personal,14.51,No,7,0.3,0
25059,Male,48,Married,0,Graduate,Employed,Business,Urban,149695,1994,792,0,40725,12450,1,22197,15,Education,13.71,No,7,0.31,1
25064,Male,49,Single,3,High School,Self-Employed,Professional,Suburban,137673,4361,804,0,45891,24348,0,22523,123,Personal,14.53,No,22,0.04,1
25065,Female,32,Married,0,High School,Employed,Salaried,Suburban,129317,1512,782,2,30922,4759,0,34210,123,Education,11.89,No,28,0.7,1
25069,Male,20,Single,2,High School,Self-Employed,Professional,Urban,29777,672,465,0,25917,3240,1,7708,117,Personal,8.89,No,29,0.03,0
25072,Female,25,Single,0,High School,Employed,Salaried,Urban,65201,4135,832,2,46462,5442,0,20000,21,Education,12.15,Yes,24,0.05,1
25075,Female,46,Single,2,Postgraduate,Self-Employed,Freelancer,Urban,38466,4316,447,1,23831,27452,0,9947,63,Education,5.39,No,7,0.06,0
25076,Female,32,Married,0,High School,Employed,Freelancer,Urban,81588,3286,740,0,44961,15879,0,23206,198,Education,10.78,No,28,0.16,0
